identifiant;nom;prenom;sexe;adresse;club;annee_naissance;licence
28929;HAMEISTER;COLEMAN;M;Chateaugiron;;1996;
28930;HALLSTROM;REFUGIO;M;Rennes;SRA;1997;284070
28931;HABERSHAM;DINO;M;Cesson Sevigne;;1998;
28932;HABEGGER;OSVALDO;M;Rennes;SRA;1999;284072
28933;GUSSMAN;LES;M;Romille;;2000;
28934;GUNDY;DEANDRE;M;Chateaubourg;;1996;
28935;GUITTEREZ;NORMAND;M;Nantes;Nantes Metropole Athletisme;1997;284075
28936;GUISINGER;KIETH;M;Paris;;1998;
28937;GUILFOYLE;IVORY;M;Saint Brieuc;;1999;
28938;GROULX;ANDREA;M;Brest;;2000;
28939;GRISMER;TREY;M;Morlaix;;1963;
28940;GRIESBACH;NORBERTO;M;Quimper;;1965;
28941;GRAWE;NAPOLEON;M;Bruz;;1969;
28942;GRALL;JEROLD;M;Chartres de Bretagne;EACB;1961;284082
28943;GRAFT;FRITZ;M;Chantepie;;1951;
28944;GRABEN;ROSENDO;M;Saint Erblon;;1955;
28945;GOULDEN;MILFORD;M;La Meziere;;1957;
28946;GORNICK;SANG;M;Montgermont;;1947;
28947;GORI;DEON;M;Bourgbarre;;1970;
28948;GOOKIN;CHRISTOPER;M;Orgeres;;1971;
28949;GONZALAZ;ALFONZO;M;Montfort;;1972;
28950;GONYER;LYMAN;M;Iffendic;;1973;
28951;GONDER;JOSIAH;M;Melesse;;1974;
28952;GOLPHIN;BRANT;M;Bruz;;1975;
28953;GOLLER;WILTON;M;Saint Malo;;1975;
28954;GOERGEN;RICO;M;Dinard;;1976;
28955;GLOSSON;JAMAAL;M;Angers;;1976;
28956;GLOR;DEWITT;M;Brest;;1977;
28957;GLADIN;CAROL;M;Nantes;;1977;
28958;GIRDLER;BRENTON;M;Pace;;1978;
28959;GILLIM;YONG;M;Vern;;1979;
28960;GILLIANS;OLIN;M;Mordelles;;1980;
28961;GILLASPIE;FOSTER;M;Saint Brieuc;;1981;
28962;GILHOOLY;FAUSTINO;M;Paris;Racing club;1978;284102
28963;GILDON;CLAUDIO;M;Chantepie;;1979;
28964;GIGNAC;JUDSON;M;Cesson Sevigne;;1980;
28965;GIBLER;GINO;M;Thorigne;;1981;
28966;GIBBINS;EDGARDO;M;Vezin;;1982;
28967;GIARDINO;BERRY;M;Le Rheu;;1983;
28968;GIAMPIETRO;ALEC;M;Fougeres;;1984;
28969;GETTMAN;TANNER;M;Dinan;;1985;
28970;GERRINGER;JARRED;M;Pont Pean;;1986;
28971;GERRALD;DONN;M;Pont Rean;;1987;
28972;GERLICH;TRINIDAD;M;Chateaugiron;;1988;
28973;GEORGIOU;TAD;M;Rennes;EARTA;1989;284113
28974;GEORGIA;SHIRLEY;M;Cesson Sevigne;;1990;
28975;GEORGI;PRINCE;M;Rennes;;1982;
28976;GEISELMAN;PORFIRIO;M;Romille;;1983;
28977;GEHMAN;ODIS;M;Chateaubourg;;1984;
28978;GAUZE;MARIA;M;Nantes;;1985;
28979;GANGL;LENARD;M;Paris;;1986;
28980;GAMAGE;CHAUNCEY;M;Saint Brieuc;;1987;
28981;GALLIAN;CHANG;M;Brest;;1988;
28982;GALLEN;TOD;M;Morlaix;;1989;
28983;GALLATIN;MEL;M;Quimper;ASPTT Quimper;1990;284123
28984;GALEN;MARCELO;M;Bruz;Bruz Athletisme;1991;284124
28985;GALEA;KORY;M;Chartres de Bretagne;Esperance Chartres de Bretagne;1992;284125
28986;GAINOR;AUGUSTUS;M;Chantepie;;1993;
28987;GAHR;KEVEN;M;Saint Erblon;;1994;
28988;FURBUSH;HILARIO;M;La Meziere;Agile Talon;1995;284128
28989;FULFER;BUD;M;Montgermont;;1996;
28990;FUHRMANN;SAL;M;Bourgbarre;;1997;
28991;FRITTER;ROSARIO;M;Orgeres;Jogging Loisir Orgeres;1998;284131
28992;FRIIS;ORVAL;M;Montfort;EAPB;1999;284132
28993;FRIENDLY;MAURO;M;Iffendic;;2000;
28994;FRIEDLY;DANNIE;M;Melesse;JA Melesse Athletisme;1983;284134
28995;FREUDENBERGER;ZACHARIAH;M;Bruz;;1984;
28996;FREES;OLEN;M;Saint Malo;CJF St Malo;1985;284136
28997;FREEMON;ANIBAL;M;Dinard;;1986;
28998;FRATUS;MILO;M;Angers;Anjou Athletisme;1987;284138
28999;FRANS;JED;M;Brest;Stade Brestois;1988;284139
29000;FOULKE;FRANCES;M;Nantes;;1989;
29001;FOSLER;THANH;M;Pace;SRA;1990;284141
29002;FORQUER;DILLON;M;Vern;;1991;
29003;FONTAN;AMADO;M;Mordelles;;1992;
29004;FOLWELL;NEWTON;M;Saint Brieuc;ASPTT St Brieuc;1993;284144
29005;FOLDS;CONNIE;M;Paris;;1994;
29006;FOELLER;LENNY;M;Chantepie;;1995;
29007;FODGE;TORY;M;Cesson Sevigne;Athletic club cessonais;1996;284147
29008;FOBES;RICHIE;M;Thorigne;;1997;
29009;FLOREK;LUPE;M;Vezin;;1998;
29010;FLISS;HORACIO;M;Le Rheu;;1999;
29011;FLIGHT;BRICE;M;Fougeres;ASPTT Fougeres;2000;284151
29012;FLESNER;MOHAMED;M;Dinan;;1996;
29013;FLEGEL;DELMER;M;Pont Pean;;1997;
29014;FITZLOFF;DARIO;M;Pont Rean;;1998;
29015;FISER;REYES;M;Chateaugiron;;1999;
29016;FIRST;DEE;M;Rennes;SRA;2000;284156
29017;FIRMIN;MAC;M;Cesson Sevigne;;1963;
29018;FIRESTINE;JONAH;M;Rennes;SRA;1965;284158
29019;FINFROCK;JERROLD;M;Romille;;1969;
29020;FINEBERG;ROBT;M;Chateaubourg;;1961;
29021;FIGURES;HANK;M;Nantes;Nantes Metropole Athletisme;1951;284161
29022;FIEGEL;SUNG;M;Paris;;1955;
29023;FICKLING;RUPERT;M;Saint Brieuc;;1957;
29024;FESPERMAN;ROLLAND;M;Brest;;1947;
29025;FERNADEZ;KENTON;M;Morlaix;;1970;
29026;FELBER;DAMION;M;Quimper;;1971;
29027;FEIMSTER;CHI;M;Bruz;;1972;
29028;FEAZEL;ANTONE;M;Chartres de Bretagne;EACB;1973;284168
29029;FAVRE;WALDO;M;Chantepie;;1974;
29030;FAUGHN;FREDRIC;M;Saint Erblon;;1975;
29031;FATULA;BRADLY;M;La Meziere;;1975;
29032;FASONE;QUINN;M;Montgermont;;1976;
29033;FARRON;KIP;M;Bourgbarre;;1976;
29034;FARON;BURL;M;Orgeres;;1977;
29035;FARINO;WALKER;M;Montfort;;1977;
29036;FALVEY;TYREE;M;Iffendic;;1978;
29037;FALKENBERG;JEFFEREY;M;Melesse;;1979;
29038;FALEY;AHMED;M;Bruz;;1980;
29039;FALETTI;WILLY;M;Saint Malo;;1981;
29040;FAETH;STANFORD;M;Dinard;;1978;
29041;FACKRELL;OREN;M;Angers;;1979;
29042;EZEKIEL;NOBLE;M;Brest;;1980;
29043;ESPE;MOSHE;M;Nantes;;1981;
29044;ESKOLA;MIKEL;M;Pace;;1982;
29045;ESCOTT;ENOCH;M;Vern;;1983;
29046;ESAW;BRENDON;M;Mordelles;;1984;
29047;ERPS;QUINTIN;M;Saint Brieuc;;1985;
29048;ERKER;JAMISON;M;Paris;Racing club;1986;284188
29049;ERATH;FLORENCIO;M;Chantepie;;1987;
29050;ENFIELD;DARRICK;M;Cesson Sevigne;;1988;
29051;EMFINGER;TOBIAS;M;Thorigne;;1989;
29052;EMBURY;MINH;M;Vezin;;1990;
29053;EMBLETON;HASSAN;M;Le Rheu;;1982;
29054;EMANUELE;GIUSEPPE;M;Fougeres;;1983;
29055;EM ;DEMARCUS;M;Dinan;;1984;
29056;ELVERS;CLETUS;M;Pont Pean;;1985;
29057;ELLWANGER;TYRELL;M;Pont Rean;;1986;
29058;ELLEGOOD;LYNDON;M;Chateaugiron;;1987;
29059;EINSTEIN;KEENAN;M;Rennes;EARTA;1988;284199
29060;EICHINGER;WERNER;M;Cesson Sevigne;;1989;
29061;EGGE;THEO;M;Rennes;;1990;
29062;EGELAND;GERALDO;M;Romille;;1991;
29063;EDGETT;LOU;M;Chateaubourg;;1992;
29064;ECHARD;COLUMBUS;M;Nantes;;1993;
29065;EBLEN;CHET;M;Paris;;1994;
29066;EASTMOND;BERTRAM;M;Saint Brieuc;;1995;
29067;DUTEAU;MARKUS;M;Brest;;1996;
29068;DURLAND;HUEY;M;Morlaix;;1997;
29069;DURE;HILTON;M;Quimper;ASPTT Quimper;1998;284209
29070;DUNLAVY;DWAIN;M;Bruz;Bruz Athletisme;1999;284210
29071;DUNGEE;DONTE;M;Chartres de Bretagne;Esperance Chartres de Bretagne;2000;284211
29072;DUKETTE;TYRON;M;Chantepie;;1983;
29073;DUGAY;OMER;M;Saint Erblon;;1984;
29074;DUBOISE;ISAIAS;M;La Meziere;Agile Talon;1985;284214
29075;DUBEY;HIPOLITO;M;Montgermont;;1986;
29076;DSOUZA;FERMIN;M;Bourgbarre;;1987;
29077;DRUCK;CHUNG;M;Orgeres;Jogging Loisir Orgeres;1988;284217
29078;DRALLE;ADALBERTO;M;Montfort;EAPB;1989;284218
29079;DOUBEK;VALENTINE;M;Iffendic;;1990;
29080;DORTA;JAMEY;M;Melesse;JA Melesse Athletisme;1991;284220
29081;DORCH;BO ;M;Bruz;;1992;
29082;DORCE;BARRETT;M;Saint Malo;CJF St Malo;1993;284222
29083;DOPSON;WHITNEY;M;Dinard;;1994;
29084;DOLNEY;TEODORO;M;Angers;Anjou Athletisme;1995;284224
29085;DOCKTER;MCKINLEY;M;Brest;Stade Brestois;1996;284225
29086;DISTLER;MAXIMO;M;Nantes;;1997;
29087;DISS;GARFIELD;M;Pace;SRA;1998;284227
29088;DIPPEL;SOL;M;Vern;;1999;
29089;DIPERNA;RALEIGH;M;Mordelles;;2000;
29090;DINA;LAWERENCE;M;Saint Brieuc;ASPTT St Brieuc;1996;284230
29091;DICHIARA;ABRAM;M;Paris;;1997;
29092;DICERBO;RASHAD;M;Chantepie;;1998;
29093;DEWINDT;KING;M;Cesson Sevigne;Athletic club cessonais;1999;284233
29094;DEWAN;EMMITT;M;Thorigne;;2000;
29095;DEVENEY;DARON;M;Vezin;;1963;
29096;DEVARGAS;CHONG;M;Le Rheu;;1965;
29097;DEUTSCHER;SAMUAL;M;Fougeres;ASPTT Fougeres;1969;284237
29098;DEUEL;PARIS;M;Dinan;;1961;
29099;DETTER;OTHA;M;Pont Pean;;1951;
29100;DESS;MIQUEL;M;Pont Rean;;1955;
29101;DERRINGTON;LACY;M;Chateaugiron;;1957;
29102;DEROBERTS;EUSEBIO;M;Rennes;SRA;1947;284242
29103;DERN;DONG;M;Cesson Sevigne;;1970;
29104;DEPONTE;DOMENIC;M;Rennes;SRA;1971;284244
29105;DENOGEAN;DARRON;M;Romille;;1972;
29106;DENARDI;BUSTER;M;Chateaubourg;;1973;
29107;DENARD;ANTONIA;M;Nantes;Nantes Metropole Athletisme;1974;284247
29108;DEMARY;WILBER;M;Paris;;1975;
29109;DEMARCUS;RENATO;M;Saint Brieuc;;1975;
29110;DEMARAIS;JC ;M;Brest;;1976;
29111;DELUCAS;HOYT;M;Morlaix;;1976;
29112;DELOE;HAYWOOD;M;Quimper;;1977;
29113;DELMONICO;EZEKIEL;M;Bruz;;1977;
29114;DELISI;CHAS;M;Chartres de Bretagne;EACB;1978;284254
29115;DELIO;FLORENTINO;M;Chantepie;;1979;
29116;DELDUCA;ELROY;M;Saint Erblon;;1980;
29117;DELAINE;CLEMENTE;M;La Meziere;;1981;
29118;DEIHL;ARDEN;M;Montgermont;;1978;
29119;DEHMER;NEVILLE;M;Bourgbarre;;1979;
29120;DEEP;KELLEY;M;Orgeres;;1980;
29121;DECOSTE;EDISON;M;Montfort;;1981;
29122;DECHICK;DESHAWN;M;Iffendic;;1982;
29123;DECATUR;CARROL;M;Melesse;;1983;
29124;DEC;SHAYNE;M;Bruz;;1984;
29125;DEBRUCE;NATHANIAL;M;Saint Malo;;1985;
29126;DEBOLD;JORDON;M;Dinard;;1986;
29127;DEBELL;DANILO;M;Angers;;1987;
29128;DEATS;CLAUD;M;Brest;;1988;
29129;DAUNT;VAL;M;Nantes;;1989;
29130;DAQUILANTE;SHERWOOD;M;Pace;;1990;
29131;DAMBROSI;RAYMON;M;Vern;;1982;
29132;DAMAS;RAYFORD;M;Mordelles;;1983;
29133;DALIN;CRISTOBAL;M;Saint Brieuc;;1984;
29134;DAISY;AMBROSE;M;Paris;Racing club;1985;284274
29135;DAHMAN;TITUS;M;Chantepie;;1986;
29136;DAHLEM;HYMAN;M;Cesson Sevigne;;1987;
29137;DAFFIN;FELTON;M;Thorigne;;1988;
29138;DACQUEL;EZEQUIEL;M;Vezin;;1989;
29139;CUTRELL;ERASMO;M;Le Rheu;;1990;
29140;CUSANO;STANTON;M;Fougeres;;1991;
29141;CURTNER;LONNY;M;Dinan;;1992;
29142;CURRENS;LEN;M;Pont Pean;;1993;
29143;CURNOW;IKE;M;Pont Rean;;1994;
29144;CUPPETT;MILAN;M;Chateaugiron;;1995;
29145;CUMMISKEY;LINO;M;Rennes;EARTA;1996;284285
29146;CULLERS;JAROD;M;Cesson Sevigne;;1997;
29147;CULHANE;HERB;M;Rennes;;1998;
29148;CRULL;ANDREAS;M;Romille;;1999;
29149;CROSSIN;WALTON;M;Chateaubourg;;2000;
29150;CROPSEY;RHETT;M;Nantes;;1983;
29151;CROMIE;PALMER;M;Paris;;1984;
29152;CROFFORD;JUDE;M;Saint Brieuc;;1985;
29153;CRISCUOLO;DOUGLASS;M;Brest;;1986;
29154;CRISAFULLI;CORDELL;M;Morlaix;;1987;
29155;CREGO;OSWALDO;M;Quimper;ASPTT Quimper;1988;284295
29156;CREEDEN;ELLSWORTH;M;Bruz;Bruz Athletisme;1989;284296
29157;COVELLO;VIRGILIO;M;Chartres de Bretagne;Esperance Chartres de Bretagne;1990;284297
29158;COVEL;TONEY;M;Chantepie;;1991;
29159;CORSE;NATHANAEL;M;Saint Erblon;;1992;
29160;CORRERA;DEL;M;La Meziere;Agile Talon;1993;284300
29161;CORNERS;BRITT;M;Montgermont;;1994;
29162;CORDNER;BENEDICT;M;Bourgbarre;;1995;
29163;CORDIER;MOSE;M;Orgeres;Jogging Loisir Orgeres;1996;284303
29164;COPLEN;HONG;M;Montfort;EAPB;1997;284304
29165;COPEMAN;LEIGH;M;Iffendic;;1998;
29166;CONTINI;JOHNSON;M;Melesse;JA Melesse Athletisme;1999;284306
29167;CONTERAS;ISREAL;M;Bruz;;2000;
29168;CONSALVO;GAYLE;M;Saint Malo;CJF St Malo;1996;284308
29169;CONDUFF;GARRET;M;Dinard;;1997;
29170;CONDO;FAUSTO;M;Angers;Anjou Athletisme;1998;284310
29171;COMPHER;ASA;M;Brest;Stade Brestois;1999;284311
29172;COMAS;ARLEN;M;Nantes;;2000;
29173;COLLIVER;ZACK;M;Pace;SRA;1963;284313
29174;COLAN;WARNER;M;Vern;;1965;
29175;COHILL;MODESTO;M;Mordelles;;1969;
29176;COHENOUR;FRANCESCO;M;Saint Brieuc;ASPTT St Brieuc;1961;284316
29177;COGLIANO;MANUAL;M;Paris;;1951;
29178;CODD;JAE;M;Chantepie;;1955;
29179;COCKAYNE;GAYLORD;M;Cesson Sevigne;Athletic club cessonais;1957;284319
29180;CLUM;GASTON;M;Thorigne;;1947;
29181;CLOWDUS;FILIBERTO;M;Vezin;;1970;
29182;CLARIDA;DEANGELO;M;Le Rheu;;1971;
29183;CLANCE;MICHALE;M;Fougeres;ASPTT Fougeres;1972;284323
29184;CLAIRDAY;GRANVILLE;M;Dinan;;1973;
29185;CLAGG;WES;M;Pont Pean;;1974;
29186;CITRON;MALIK;M;Pont Rean;;1975;
29187;CITINO;ZACKARY;M;Chateaugiron;;1975;
29188;CIRIELLO;TUAN;M;Rennes;SRA;1976;284328
29189;CICCIARELLI;NICKY;M;Cesson Sevigne;;1976;
29190;CHROSTOWSKI;ELDRIDGE;M;Rennes;SRA;1977;284330
29191;CHRISTLEY;CRISTOPHER;M;Romille;;1977;
29192;CHRISTIANS;CORTEZ;M;Chateaubourg;;1978;
29193;CHRISCO;ANTIONE;M;Nantes;Nantes Metropole Athletisme;1979;284333
29194;CHRIS;MALCOM;M;Paris;;1980;
29195;CHREST;LONG;M;Saint Brieuc;;1981;
29196;CHISLER;KOREY;M;Brest;;1978;
29197;CHIEFFO;JOSPEH;M;Morlaix;;1979;
29198;CHERNE;COLTON;M;Quimper;;1980;
29199;CHERICO;WAYLON;M;Bruz;;1981;
29200;CHERIAN;VON;M;Chartres de Bretagne;EACB;1982;284340
29201;CHEIRS;HOSEA;M;Chantepie;;1983;
29202;CHAUHAN;SHAD;M;Saint Erblon;;1984;
29203;CHARTER;SANTO;M;La Meziere;;1985;
29204;CHAMBLIN;RUDOLF;M;Montgermont;;1986;
29205;CERRA;ROLF;M;Bourgbarre;;1987;
29206;CEPERO;REY;M;Orgeres;;1988;
29207;CELLINI;RENALDO;M;Montfort;;1989;
29208;CELIA;MARCELLUS;M;Iffendic;;1990;
29209;CELESTE;LUCIUS;M;Melesse;;1982;
29210;CELEDON;LESLEY;M;Bruz;;1983;
29211;CEJKA;KRISTOFER;M;Saint Malo;;1984;
29212;CAVAGNARO;BOYCE;M;Dinard;;1985;
29213;CAUFFMAN;BENTON;M;Angers;;1986;
29214;CATANESE;MAN;M;Brest;;1987;
29215;CASTRILLO;KASEY;M;Nantes;;1988;
29216;CASTRELLON;JEWELL;M;Pace;;1989;
29217;CASSERLY;HAYDEN;M;Vern;;1990;
29218;CASINO;HARLAND;M;Mordelles;;1991;
29219;CASERES;ARNOLDO;M;Saint Brieuc;;1992;
29220;CARTHEN;RUEBEN;M;Paris;Racing club;1993;284360
29221;CARSE;LEANDRO;M;Chantepie;;1994;
29222;CARRAGHER;KRAIG;M;Cesson Sevigne;;1995;
29223;CARPENTIERI;JERRELL;M;Thorigne;;1996;
29224;CARMONY;JEROMY;M;Vezin;;1997;
29225;CARMER;HOBERT;M;Le Rheu;;1998;
29226;CARLOZZI;CEDRICK;M;Fougeres;;1999;
29227;CARADINE;ARLIE;M;Dinan;;2000;
29228;CAPPOLA;WINFORD;M;Pont Pean;;1983;
29229;CAPECE;WALLY;M;Pont Rean;;1984;
29230;CAPALDI;PATRICIA;M;Chateaugiron;;1985;
29231;CANTRES;LUIGI;M;Rennes;EARTA;1986;284371
29232;CANTOS;KENETH;M;Cesson Sevigne;;1987;
29233;CANEVARI;JACINTO;M;Rennes;;1988;
29234;CANETE;GRAIG;M;Romille;;1989;
29235;CALCATERRA;FRANKLYN;M;Chateaubourg;;1990;
29236;CAL;EDMUNDO;M;Nantes;;1991;
29237;CADIGAN;SID;M;Paris;;1992;
29238;CABBELL;PORTER;M;Saint Brieuc;;1993;
29239;BYRN;LEIF;M;Brest;;1994;
29240;BYKOWSKI;LAUREN;M;Morlaix;;1995;
29241;BUTCHKO;JERAMY;M;Quimper;ASPTT Quimper;1996;284381
29242;BUSLER;ELISHA;M;Bruz;Bruz Athletisme;1997;284382
29243;BUSHAW;BUCK;M;Chartres de Bretagne;Esperance Chartres de Bretagne;1998;284383
29244;BUSCHMANN;WILLIAN;M;Chantepie;;1999;
29245;BUROW;VINCENZO;M;Saint Erblon;;2000;
29246;BURI;SHON;M;La Meziere;Agile Talon;1996;284386
29247;BURGMAN;MICHAL;M;Montgermont;;1997;
29248;BUNSELMEYER;LYNWOOD;M;Bourgbarre;;1998;
29249;BUNNING;LINDSAY;M;Orgeres;Jogging Loisir Orgeres;1999;284389
29250;BUHRMAN;JEWEL;M;Montfort;EAPB;2000;284390
29251;BUDNICK;JERE;M;Iffendic;;1963;
29252;BUCKSON;HAI;M;Melesse;JA Melesse Athletisme;1965;284392
29253;BUCKHANNON;ELDEN;M;Bruz;;1969;
29254;BRUNJES;DORSEY;M;Saint Malo;CJF St Malo;1961;284394
29255;BRUMMEL;DARELL;M;Dinard;;1951;
29256;BRUMLEVE;BRODERICK;M;Angers;Anjou Athletisme;1955;284396
29257;BRUCKMAN;ALONSO;M;Brest;Stade Brestois;1957;284397
29258;BROUHARD;JAMES;M;Nantes;;1947;
29259;BROUGHAM;JOHN;M;Pace;SRA;1970;284399
29260;BROSTROM;ROBERT;M;Vern;;1971;
29261;BROERMAN;MICHAEL;M;Mordelles;;1972;
29262;BROCKS;WILLIAM;M;Saint Brieuc;ASPTT St Brieuc;1973;284402
29263;BRISON;DAVID;M;Paris;;1974;
29264;BRINING;RICHARD;M;Chantepie;;1975;
29265;BRINDISI;CHARLES;M;Cesson Sevigne;Athletic club cessonais;1975;284405
29266;BRERETON;JOSEPH;M;Thorigne;;1976;
29267;BREON;THOMAS;M;Vezin;;1976;
29268;BREITLING;CHRISTOPHER;M;Le Rheu;;1977;
29269;BREEDON;DANIEL;M;Fougeres;ASPTT Fougeres;1977;284409
29270;BRASSEAUX;PAUL;M;Dinan;;1978;
29271;BRANAMAN;MARK;M;Pont Pean;;1979;
29272;BRAMON;DONALD;M;Pont Rean;;1980;
29273;BRACKENRIDGE ;GEORGE;M;Chateaugiron;;1981;
29274;BOYAN;KENNETH;M;Rennes;SRA;1978;284414
29275;BOXLEY;STEVEN;M;Cesson Sevigne;;1979;
29276;BOUMAN;EDWARD;M;Rennes;SRA;1980;284416
29277;BOUILLION;BRIAN;M;Romille;;1981;
29278;BOTTING;RONALD;M;Chateaubourg;;1982;
29279;BOTTI;ANTHONY;M;Nantes;Nantes Metropole Athletisme;1983;284419
29280;BOSSHART;KEVIN;M;Paris;;1984;
29281;BORUP;JASON;M;Saint Brieuc;;1985;
29282;BORNER;MATTHEW;M;Brest;;1986;
29283;BORDONARO;GARY;M;Morlaix;;1987;
29284;BOOT;TIMOTHY;M;Quimper;;1988;
29285;BONSIGNORE;JOSE;M;Bruz;;1989;
29286;BONSALL;LARRY;M;Chartres de Bretagne;EACB;1990;284426
29287;BOLTER;JEFFREY;M;Chantepie;;1982;
29288;BOJKO;FRANK;M;Saint Erblon;;1983;
29289;BOHNE;SCOTT;M;La Meziere;;1984;
29290;BOHLMANN;ERIC;M;Montgermont;;1985;
29291;BOGUS;STEPHEN;M;Bourgbarre;;1986;
29292;BOGDON;ANDREW;M;Orgeres;;1987;
29293;BOEN;RAYMOND;M;Montfort;;1988;
29294;BODENSCHATZ;GREGORY;M;Iffendic;;1989;
29295;BOCKOVEN;JOSHUA;M;Melesse;;1990;
29296;BOBROW;JERRY;M;Bruz;;1991;
29297;BLONDIN;DENNIS;M;Saint Malo;;1992;
29298;BLISSETT;WALTER;M;Dinard;;1993;
29299;BLIGEN;PATRICK;M;Angers;;1994;
29300;BLASINI;PETER;M;Brest;;1995;
29301;BLANKENBURG;HAROLD;M;Nantes;;1996;
29302;BJORKMAN;DOUGLAS;M;Pace;;1997;
29303;BISTLINE;HENRY;M;Vern;;1998;
29304;BISSET;CARL;M;Mordelles;;1999;
29305;BIRDOW;ARTHUR;M;Saint Brieuc;;2000;
29306;BIONDOLILLO;RYAN;M;Paris;Racing club;1983;284446
29307;BIELSKI;ROGER;M;Chantepie;;1984;
29308;BIELE;JOE;M;Cesson Sevigne;;1985;
29309;BIDDIX;JUAN;M;Thorigne;;1986;
29310;BIDDINGER;JACK;M;Vezin;;1987;
29311;BIANCHINI;ALBERT;M;Le Rheu;;1988;
29312;BEVENS;JONATHAN;M;Fougeres;;1989;
29313;BEVARD;JUSTIN;M;Dinan;;1990;
29314;BETANCUR;TERRY;M;Pont Pean;;1991;
29315;BERNSKOETTER ;GERALD;M;Pont Rean;;1992;
29316;BERNET;KEITH;M;Chateaugiron;;1993;
29317;BERNARDEZ;SAMUEL;M;Rennes;EARTA;1994;284457
29318;BERLINER;WILLIE;M;Cesson Sevigne;;1995;
29319;BERLAND;RALPH;M;Rennes;;1996;
29320;BERKHEIMER;LAWRENCE;M;Romille;;1997;
29321;BERENT;NICHOLAS;M;Chateaubourg;;1998;
29322;BENSCH;ROY;M;Nantes;;1999;
29323;BENESCH;BENJAMIN;M;Paris;;2000;
29324;BELLEAU;BRUCE;M;Saint Brieuc;;1996;
29325;BEDINGFIELD;BRANDON;M;Brest;;1997;
29326;BECKSTROM;ADAM;M;Morlaix;;1998;
29327;BECKIM;HARRY;M;Quimper;ASPTT Quimper;1999;284467
29328;BECHLER;FRED;M;Bruz;Bruz Athletisme;2000;284468
29329;BEACHLER;WAYNE;M;Chartres de Bretagne;Esperance Chartres de Bretagne;1963;284469
29330;BAZZELL;BILLY;M;Chantepie;;1965;
29331;BASA;STEVE;M;Saint Erblon;;1969;
29332;BARTOSZEK;LOUIS;M;La Meziere;Agile Talon;1961;284472
29333;BARSCH;JEREMY;M;Montgermont;;1951;
29334;BARRELL;AARON;M;Bourgbarre;;1955;
29335;BARNAS;RANDY;M;Orgeres;Jogging Loisir Orgeres;1957;284475
29336;BARNABA;HOWARD;M;Montfort;EAPB;1947;284476
29337;BARILLAS;EUGENE;M;Iffendic;;1970;
29338;BARBIER;CARLOS;M;Melesse;JA Melesse Athletisme;1971;284478
29339;BALTODANO;RUSSELL;M;Bruz;;1972;
29340;BALTIERRA;BOBBY;M;Saint Malo;CJF St Malo;1973;284480
29341;BALLE;VICTOR;M;Dinard;;1974;
29342;BALINT;MARTIN;M;Angers;Anjou Athletisme;1975;284482
29343;BALDI;ERNEST;M;Brest;Stade Brestois;1975;284483
29344;BALDERSON;PHILLIP;M;Nantes;;1976;
29345;BALDERAMA;TODD;M;Pace;SRA;1976;284485
29346;BALDAUF;JESSE;M;Vern;;1977;
29347;BALCAZAR;CRAIG;M;Mordelles;;1977;
29348;BALAY;ALAN;M;Saint Brieuc;ASPTT St Brieuc;1978;284488
29349;BAIZ;SHAWN;M;Paris;;1979;
29350;BAIROS;CLARENCE;M;Chantepie;;1980;
29351;BABA;SEAN;M;Cesson Sevigne;Athletic club cessonais;1981;284491
29352;AZIM;PHILIP;M;Thorigne;;1978;
29353;AXE;CHRIS;M;Vezin;;1979;
29354;AVERSA;JOHNNY;M;Le Rheu;;1980;
29355;AVELLANEDA;EARL;M;Fougeres;ASPTT Fougeres;1981;284495
29356;AUSBURN;JIMMY;M;Dinan;;1982;
29357;AURELIO;ANTONIO;M;Pont Pean;;1983;
29358;AUILA;DANNY;M;Pont Rean;;1984;
29359;AUGUSTO;BRYAN;M;Chateaugiron;;1985;
29360;ATWILL;TONY;M;Rennes;SRA;1986;284500
29361;ARTILES;LUIS;M;Cesson Sevigne;;1987;
29362;ARTERBERRY;MIKE;M;Rennes;SRA;1988;284502
29363;ARO;STANLEY;M;Romille;;1989;
29364;ARNOW;LEONARD;M;Chateaubourg;;1990;
29365;ARNAUD;NATHAN;M;Nantes;Nantes Metropole Athletisme;1982;284505
29366;ARNALL;DALE;M;Paris;;1983;
29367;ARMANDO;MANUEL;M;Saint Brieuc;;1984;
29368;ARGYLE;RODNEY;M;Brest;;1985;
29369;ARES;CURTIS;M;Morlaix;;1986;
29370;ARENZ;NORMAN;M;Quimper;;1987;
29371;ARDUINI;ALLEN;M;Bruz;;1988;
29372;ARCHILA;MARVIN;M;Chartres de Bretagne;EACB;1989;284512
29373;ARAKAWA;VINCENT;M;Chantepie;;1990;
29374;APPLEMAN;GLENN;M;Saint Erblon;;1991;
29375;APLIN;JEFFERY;M;La Meziere;;1992;
29376;ANTONINI;TRAVIS;M;Montgermont;;1993;
29377;ANSTEY;JEFF;M;Bourgbarre;;1994;
29378;ANGLEN;CHAD;M;Orgeres;;1995;
29379;ANDROS;JACOB;M;Montfort;;1996;
29380;AMWEG;LEE;M;Iffendic;;1997;
29381;AMSTUTZ;MELVIN;M;Melesse;;1998;
29382;AMARI;ALFRED;M;Bruz;;1999;
29383;AMADEO;KYLE;M;Saint Malo;;2000;
29384;ALY;FRANCIS;M;Dinard;;1983;
